"numero_dpe","tr001_modele_dpe_id","nom_methode_dpe","version_methode_dpe","nom_methode_etude_thermique","version_methode_etude_thermique","date_visite_diagnostiqueur","date_etablissement_dpe","date_arrete_tarifs_energies","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_habitable","numero_rue","type_voie","nom_rue","batiment","escalier","etage","porte","numero_lot","arrondissement","code_postal","commune","code_insee_commune","code_insee_commune_corrige","en_surface","en_souterrain","shon","surface_utile","surface_thermique_parties_communes","surface_baies_orientees_est_ouest","surface_baies_orientees_nord","surface_baies_orientees_sud","surface_parois_verticales_opaques_deperditives","surface_planchers_bas_deperditifs","surface_planchers_hauts_deperditifs","tr004_type_energie_id","tr006_type_usage_id","consommation_energie_finale","consommation_energie_primaire"
"1375P2000027F",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",281.35,"D",9.16,"B",1974,"248",,,"MDR DU TONKIN, 2 ALLEE HENRI GEORGES CLOUZOT","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000027F",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",281.35,"D",9.16,"B",1974,"248",,,"MDR DU TONKIN, 2 ALLEE HENRI GEORGES CLOUZOT","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000028G",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",68.83,"B",2.24,"A",1972,"1917",,,"MDR LA PERALLIERE VILLEURBANNE SUD, 30 RUE DE LA BAISSE","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000028G",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",68.83,"B",2.24,"A",1972,"1917",,,"MDR LA PERALLIERE VILLEURBANNE SUD, 30 RUE DE LA BAISSE","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000029H",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",258.33,"D",44.42,"D",1969,"1273",,,"MDR ET LOCAUX ADEMAS LYON 5, 5 - 5 BIS RUE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000029H",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",258.33,"D",44.42,"D",1969,"1273",,,"MDR ET LOCAUX ADEMAS LYON 5, 5 - 5 BIS RUE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","4","NULL",0,0
"1375P2000029H",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",258.33,"D",44.42,"D",1969,"1273",,,"MDR ET LOCAUX ADEMAS LYON 5, 5 - 5 BIS RUE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000026H",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",149.34,"C",9.74,"B",1975,"7583",,,"MUSEE GALLO- ROMAIN, 17 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000026H",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",149.34,"C",9.74,"B",1975,"7583",,,"MUSEE GALLO- ROMAIN, 17 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1369P2000026H",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",149.34,"C",9.74,"B",1975,"7583",,,"MUSEE GALLO- ROMAIN, 17 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000027I",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",166.51,"C",7.27,"B",1948,"926",,,"LES NUITS DE FOURVIERE ET MUSEE, 1-3 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000027I",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",166.51,"C",7.27,"B",1948,"926",,,"LES NUITS DE FOURVIERE ET MUSEE, 1-3 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1369P2000027I",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",166.51,"C",7.27,"B",1948,"926",,,"LES NUITS DE FOURVIERE ET MUSEE, 1-3 RUE DE CLEBERG","NULL","NULL","NULL","NULL","NULL","N/A","69005","LYON","69005","69005","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000028J",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",261.08,"D",39.97,"D",1948,"1416",,,"LE FOCH, 52 AVENUE MARECHAL FOCH","NULL","NULL","NULL","NULL","NULL","N/A","69006","LYON","69006","69006","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000028J",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",261.08,"D",39.97,"D",1948,"1416",,,"LE FOCH, 52 AVENUE MARECHAL FOCH","NULL","NULL","NULL","NULL","NULL","N/A","69006","LYON","69006","69006","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1369P2000028J",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",261.08,"D",39.97,"D",1948,"1416",,,"LE FOCH, 52 AVENUE MARECHAL FOCH","NULL","NULL","NULL","NULL","NULL","N/A","69006","LYON","69006","69006","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000030@",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",262.14,"D",48.75,"D",1987,"259",,,"CENTRE TECHNIQUE DE MONSOLS, LE BOURG","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000030@",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",262.14,"D",48.75,"D",1987,"259",,,"CENTRE TECHNIQUE DE MONSOLS, LE BOURG","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000030@",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",262.14,"D",48.75,"D",1987,"259",,,"CENTRE TECHNIQUE DE MONSOLS, LE BOURG","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000031A",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",680.29,"F",121.26,"F",1948,"109",,,"MDR PRINCIPALE DE MONSOLS, MONTEE DESESSES","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000031A",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",680.29,"F",121.26,"F",1948,"109",,,"MDR PRINCIPALE DE MONSOLS, MONTEE DESESSES","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000031A",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",680.29,"F",121.26,"F",1948,"109",,,"MDR PRINCIPALE DE MONSOLS, MONTEE DESESSES","NULL","NULL","NULL","NULL","NULL","N/A","69860","MONSOLS","69860","69135","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000032B",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",170.28,"C",40.84,"D",1972,"704",,,"CENTRE TECHNIQUE DE NEUVILLE, 39 AVENUE CARNOT","NULL","NULL","NULL","NULL","NULL","N/A","69850","NEUVILLE SUR SAONE","69850","XXXXX","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000032B",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",170.28,"C",40.84,"D",1972,"704",,,"CENTRE TECHNIQUE DE NEUVILLE, 39 AVENUE CARNOT","NULL","NULL","NULL","NULL","NULL","N/A","69850","NEUVILLE SUR SAONE","69850","XXXXX","0","0","0","0","0","0","0","0","0","0","0","4","NULL",0,0
"1375P2000032B",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",170.28,"C",40.84,"D",1972,"704",,,"CENTRE TECHNIQUE DE NEUVILLE, 39 AVENUE CARNOT","NULL","NULL","NULL","NULL","NULL","N/A","69850","NEUVILLE SUR SAONE","69850","XXXXX","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000033C",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",143.48,"C",2.79,"A",1972,"847",,,"MDR PRINCIPALE DE RILLIEUX, 22 AVENUE GENERAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69140","RILLIEUX LA PAPE","69140","69140","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000033C",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",143.48,"C",2.79,"A",1972,"847",,,"MDR PRINCIPALE DE RILLIEUX, 22 AVENUE GENERAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69140","RILLIEUX LA PAPE","69140","69140","0","0","0","0","0","0","0","0","0","0","0","4","NULL",0,0
"1375P2000033C",15,"FACTURE SEULE","V2012","NULL","NULL","04/12/2013","04/12/2013","15/08/2011",143.48,"C",2.79,"A",1972,"847",,,"MDR PRINCIPALE DE RILLIEUX, 22 AVENUE GENERAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69140","RILLIEUX LA PAPE","69140","69140","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000034D",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",248.17,"D",41.32,"D",1980,"165",,,"MDR BELIGNY, 380 RUE CONDORCET","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000034D",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",248.17,"D",41.32,"D",1980,"165",,,"MDR BELIGNY, 380 RUE CONDORCET","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000034D",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",248.17,"D",41.32,"D",1980,"165",,,"MDR BELIGNY, 380 RUE CONDORCET","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000035E",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",273.74,"D",38.58,"D",1972,"281",,,"MDR DE BELLEROCHE, 38 PLACE LAURENT BONNEVAY","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000035E",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",273.74,"D",38.58,"D",1972,"281",,,"MDR DE BELLEROCHE, 38 PLACE LAURENT BONNEVAY","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000035E",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",273.74,"D",38.58,"D",1972,"281",,,"MDR DE BELLEROCHE, 38 PLACE LAURENT BONNEVAY","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000036F",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",149.34,"C",16.14,"C",2002,"1118",,,"MDR PRINCIPALE DE VILLEFRANCHE, 9 BOULEVARD BURDEAU","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000036F",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",149.34,"C",16.14,"C",2002,"1118",,,"MDR PRINCIPALE DE VILLEFRANCHE, 9 BOULEVARD BURDEAU","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000036F",15,"FACTURE SEULE","V2012","NULL","NULL","03/12/2013","03/12/2013","15/08/2011",149.34,"C",16.14,"C",2002,"1118",,,"MDR PRINCIPALE DE VILLEFRANCHE, 9 BOULEVARD BURDEAU","NULL","NULL","NULL","NULL","NULL","N/A","69400","VILLEFRANCHE SUR SAONE","69400","69264","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000029K",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",141.82,"C",19.98,"C",2002,"6117",,,"COLLEGE SIMONE VEIL, ROUTE DE MAPAS","NULL","NULL","NULL","NULL","NULL","N/A","69380","CHATILLON D'AZERGUES","69000","69050","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000029K",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",141.82,"C",19.98,"C",2002,"6117",,,"COLLEGE SIMONE VEIL, ROUTE DE MAPAS","NULL","NULL","NULL","NULL","NULL","N/A","69380","CHATILLON D'AZERGUES","69000","69050","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1369P2000029K",15,"FACTURE SEULE","V2012","NULL","NULL","05/12/2013","05/12/2013","15/08/2011",141.82,"C",19.98,"C",2002,"6117",,,"COLLEGE SIMONE VEIL, ROUTE DE MAPAS","NULL","NULL","NULL","NULL","NULL","N/A","69380","CHATILLON D'AZERGUES","69000","69050","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000030C",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",360.54,"E",11.74,"B",2006,"1573",,,"MDR DE BOURGOGNE BAT A ET B, 15 RUE DE BOURGOGNE","NULL","NULL","NULL","NULL","NULL","N/A","69009","LYON","69009","69009","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000030C",15,"FACTURE SEULE","V2012","NULL","NULL","02/12/2013","02/12/2013","15/08/2011",360.54,"E",11.74,"B",2006,"1573",,,"MDR DE BOURGOGNE BAT A ET B, 15 RUE DE BOURGOGNE","NULL","NULL","NULL","NULL","NULL","N/A","69009","LYON","69009","69009","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000037G",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",134.75,"C",7.56,"B",2000,"703",,,"MDR PRINCIPALE DE ST PRIEST, 21 RUE MARECHAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69800","SAINT PRIEST","69800","69290","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000037G",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",134.75,"C",7.56,"B",2000,"703",,,"MDR PRINCIPALE DE ST PRIEST, 21 RUE MARECHAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69800","SAINT PRIEST","69800","69290","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000037G",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",134.75,"C",7.56,"B",2000,"703",,,"MDR PRINCIPALE DE ST PRIEST, 21 RUE MARECHAL LECLERC","NULL","NULL","NULL","NULL","NULL","N/A","69800","SAINT PRIEST","69800","69290","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1375P2000038H",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",212.24,"D",24.12,"C",2006,"974",,,"MDR DE VILEURBANNE NORD, 64 RUE DU 8 MAI 1945","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1375P2000038H",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",212.24,"D",24.12,"C",2006,"974",,,"MDR DE VILEURBANNE NORD, 64 RUE DU 8 MAI 1945","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1375P2000038H",15,"FACTURE SEULE","V2012","NULL","NULL","07/11/2013","07/11/2013","15/08/2011",212.24,"D",24.12,"C",2006,"974",,,"MDR DE VILEURBANNE NORD, 64 RUE DU 8 MAI 1945","NULL","NULL","NULL","NULL","NULL","N/A","69100","VILLEURBANNE","69100","69100","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1369P2000031D",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",154.31,"C",20.78,"C",1974,"1292",,,"MDR PRINCIPALE DE DE LYON 4EME, 51 RUE DELEUVRE","NULL","NULL","NULL","NULL","NULL","N/A","69004","LYON","69004","69004","0","0","0","0","0","0","0","0","0","0","0","2","NULL",0,0
"1369P2000031D",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",154.31,"C",20.78,"C",1974,"1292",,,"MDR PRINCIPALE DE DE LYON 4EME, 51 RUE DELEUVRE","NULL","NULL","NULL","NULL","NULL","N/A","69004","LYON","69004","69004","0","0","0","0","0","0","0","0","0","0","0","3","NULL",0,0
"1369P2000031D",15,"FACTURE SEULE","V2012","NULL","NULL","08/07/2013","08/07/2013","15/08/2011",154.31,"C",20.78,"C",1974,"1292",,,"MDR PRINCIPALE DE DE LYON 4EME, 51 RUE DELEUVRE","NULL","NULL","NULL","NULL","NULL","N/A","69004","LYON","69004","69004","0","0","0","0","0","0","0","0","0","0","0","NULL","9",0,0
"1354P2000023Y",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"353,03",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",20168.3,147.39
"1354P2000023Y",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"353,03",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",43275,122.58
"1354P2000024@",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"662,44",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",37845,147.39
"1354P2000024@",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"662,44",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",81202.9,122.58
"1354P2000025A",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"849,8",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",48548.7,147.39
"1354P2000025A",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",269.98,"D",33.48,"D",1974,"849,8",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",104169.9,122.58
"1354P2000026B",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",256.78,"D",37.61,"D",1974,"1321,23",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",75481.3,147.39
"1354P2000026B",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",256.78,"D",37.61,"D",1974,"1321,23",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","1",144523.3,109.39
"1354P2000027C",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",256.78,"D",37.61,"D",1974,"911,42",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",52068.7,147.39
"1354P2000027C",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",256.78,"D",37.61,"D",1974,"911,42",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","1",99696,109.39
"1354P2000028D",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",173.47,"C",27.09,"C",1974,"725,75",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",18857,67.04
"1354P2000028D",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",173.47,"C",27.09,"C",1974,"725,75",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",77247.7,106.44
"1354P2000029E",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",173.47,"C",27.09,"C",2006,"8720,4",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",226582.7,67.04
"1354P2000029E",15,"FACTURE - DPE","V2012","NULL","NULL","19/12/2013","19/12/2013","15/08/2011",173.47,"C",27.09,"C",2006,"8720,4",,"Domaine","de Pixérécourt",,,,,,"0","54220","MALZEVILLE","54339","54339","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","1",928183.2,106.44
"1478P2000001B",15,"FACTURE","VERSION_2012","NULL","NULL","18/12/2013","14/01/2014","15/08/2011",256.11,"D",20.66,"C",1900,"2470","NULL","NULL","Hôtel de Ville  1 place Roland Gauthier","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","2470","0","0","0","0","0","0","0","3","9",0,0
"1478P2000001B",15,"FACTURE","VERSION_2012","NULL","NULL","18/12/2013","14/01/2014","15/08/2011",256.11,"D",20.66,"C",1900,"2470","NULL","NULL","Hôtel de Ville  1 place Roland Gauthier","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","2470","0","0","0","0","0","0","0","2","9",0,0
"1478P2000001B",15,"FACTURE","VERSION_2012","NULL","NULL","18/12/2013","14/01/2014","15/08/2011",256.11,"D",20.66,"C",1900,"2470","NULL","NULL","Hôtel de Ville  1 place Roland Gauthier","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","2470","0","0","0","0","0","0","0","2","11",186637.02,481523.5
"1478P2000001B",15,"FACTURE","VERSION_2012","NULL","NULL","18/12/2013","14/01/2014","15/08/2011",256.11,"D",20.66,"C",1900,"2470","NULL","NULL","Hôtel de Ville  1 place Roland Gauthier","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","2470","0","0","0","0","0","0","0","3","11",151088.31,151088.31
"1480P2000002V",15,"FACTURE - DPE","V2012","NULL","NULL","13/01/2014","13/01/2014","15/08/2011",165.51,"C",5.39,"A",1988,"NULL",,,"9 PLACE DE L'AMIRAL COURBET - BAT C",,,,,,"0","80100","ABBEVILLE","80001","80001","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","1",2237,165.51
"1478P2000002C",15,"FACTURE","VERSION_2012","NULL","NULL","10/12/2013","15/01/2014","15/08/2011",377.09,"E",73.14,"E",1980,"1091","NULL","NULL","Maternelle Marie Laurencin  23 rue Charles Constantin","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","1091","0","0","0","0","0","0","0","3","9",0,0
"1478P2000002C",15,"FACTURE","VERSION_2012","NULL","NULL","10/12/2013","15/01/2014","15/08/2011",377.09,"E",73.14,"E",1980,"1091","NULL","NULL","Maternelle Marie Laurencin  23 rue Charles Constantin","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","1091","0","0","0","0","0","0","0","2","9",0,0
"1478P2000002C",15,"FACTURE","VERSION_2012","NULL","NULL","10/12/2013","15/01/2014","15/08/2011",377.09,"E",73.14,"E",1980,"1091","NULL","NULL","Maternelle Marie Laurencin  23 rue Charles Constantin","NULL","NULL","NULL","NULL",,"N/A","78360","MONTESSON","78418","78418","0","0","0","1091","0","0","0","0","0","0","0","2","11",31687,81752.46
